id,R-ids,datasets,input_reaction,expected_reaction,wrong_reactions,llm_predicted,is_balanced,exact_match,final_status,error
298,['Jaworski_166'],['Jaworski'],CC(C)(C)OC(=O)N1C(CC2CCCCOC2)COC1(C)C.O>>CC(C)(C)OC(=O)NC(CO)CC1CCCCOC1,CC(C)(C)OC(=O)N1C(CC2CCCCOC2)COC1(C)C.O>>CC(C)(C)OC(=O)NC(CO)CC1CCCCOC1.CC(C)=O,[],CC(C)(C)OC(=O)N1C(CC2CCCCOC2)COC1(C)C.O>>CC(C)(C)OC(=O)NC(CO)CC1CCCCOC1.CC(C)=O,True,True,balanced,
305,['Jaworski_257'],['Jaworski'],COCN(c1cc(C)cnc1Br)S(=O)(=O)c1ccc(Cl)c(c1)C(F)(F)F.CN(C)C=O.CC(C)[Mg+].[Cl-]>>COCN(c1cc(C)cnc1C=O)S(=O)(=O)c1ccc(Cl)c(c1)C(F)(F)F,[CH3:2][CH:3]([CH3:4])[Mg+:5].[CH3:6][N:7]([CH3:8])[CH:9]=[O:10].[F:34][C:33]([F:35])([F:36])[C:31]=1[CH:32]=[C:26]([CH:27]=[CH:28][C:29]=1[Cl:30])[S:23](=[O:24])(=[O:25])[N:14]([CH2:13][O:12][CH3:11])[C:15]=2[C:21]([Br:22])=[N:20][CH:19]=[C:17]([CH3:18])[CH:16]=2.[Cl-:1].[H].[H]>>[F:34][C:33]([F:35])([F:36])[C:31]1=[C:29]([CH:28]=[CH:27][C:26]([S:23](=[O:24])(=[O:25])[N:14]([CH2:13][O:12][CH3:11])[C:15]2=[CH:16][C:17]([CH3:18])=[CH:19][N:20]=[C:21]2[CH:9]=[O:10])=[CH:32]1)[Cl:30].[BrH:22].[CH3:2][CH:3]([CH3:4])[Mg+:5].[CH3:6][NH:7][CH3:8].[Cl-:1],['COCN(c1cc(C)cnc1Br)S(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1.CN(C)C=O.CC(C)[Mg+].[Cl-]>>COCN(c1cc(C)cnc1C=O)S(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1.CC(C)[Mg+].CNC.[Cl-].Br'],COCN(c1cc(C)cnc1Br)S(=O)(=O)c1ccc(Cl)c(c1)C(F)(F)F.CN(C)C=O.CC(C)[Mg+].[Cl-]>>COCN(c1cc(C)cnc1C=O)S(=O)(=O)c1ccc(Cl)c(c1)C(F)(F)F.CC(C)Br.[Mg+2].[Cl-].[Cl-].[NH4+],False,False,unbalanced,
306,['Jaworski_269'],['Jaworski'],COC(=O)C1(CC=C)CCOCC1.O=[Os](=O)(=O)=O.O>>COC(=O)C1(CC=O)CCOCC1,nan,['C=CCC1(C(=O)OC)CCOCC1.O=[Os](=O)(=O)=O.O>>COC(=O)C1(CC=O)CCOCC1'],COC(=O)C1(CC=C)CCOCC1.O=[Os](=O)(=O)=O.O>>COC(=O)C1(CC=O)CCOCC1.CO.O=[Os](=O)(=O)=O,False,False,unbalanced,
311,['golden_dataset_1140'],['golden_dataset'],[C:12]=12[C:5](=[N:4][NH:3][C:2]=1[I:1])[CH:6]=[C:7]([CH:10]=[CH:11]2)[CH:8]=[O:9].[CH3:25][N:24]1[C:23]=2[C:29](=[CH:30][C:20](=[CH:21][CH:22]=2)[O:19][CH3:18])[CH2:28][C:26]1=[O:27].[CH3:16][S+:14]([CH3:13])([CH3:15])=[O:17]>>[CH:8]1([C:7]2=[CH:6][C:5]=3[C:12]([CH:11]=[CH:10]2)=[C:2]([I:1])[NH:3][N:4]=3)[CH2:16][C:28]14[C:29]5=[CH:30][C:20](=[CH:21][CH:22]=[C:23]5[N:24]([CH3:25])[C:26]4=[O:27])[O:19][CH3:18],C=12C(=NNC=1I)C=C(C=C2)C=O.CN1C=2C(=CC(=CC=2)OC)CC1=O.C[S+](C)(C)=O.[O]>>C1(C2=CC=3C(C=C2)=C(I)NN=3)CC14C5=CC(=CC=C5N(C)C4=O)OC.C[S+](C)(=O)O.O,[],[C:12]=12[C:5](=[N:4][NH:3][C:2]=1[I:1])[CH:6]=[C:7]([CH:10]=[CH:11]2)[CH:8]=[O:9].[CH3:25][N:24]1[C:23]=2[C:29](=[CH:30][C:20](=[CH:21][CH:22]=2)[O:19][CH3:18])[CH2:28][C:26]1=[O:27].[CH3:16][S+:14]([CH3:13])([CH3:15])=[O:17]>>[CH:8]1([C:7]2=[CH:6][C:5]=3[C:12]([CH:11]=[CH:10]2)=[C:2]([I:1])[NH:3][N:4]=3)[CH2:16][C:28]14[C:29]5=[CH:30][C:20](=[CH:21][CH:22]=[C:23]5[N:24]([CH3:25])[C:26]4=[O:27])[O:19][CH3:18].CS(C)=O.O,False,False,unbalanced,
312,['Jaworski_380'],['Jaworski'],CC(=S)OCc1ccc(cc1)[N+]([O-])=O>>[O-][N+](=O)c1ccc(CS)cc1,CC(=S)OCc1ccc(cc1)[N+]([O-])=O.[H+].[H+].[S-2]>>[O-][N+](=O)c1ccc(CS)cc1.CC(O)=S,[],CC(=S)OCc1ccc(cc1)[N+]([O-])=O>>[O-][N+](=O)c1ccc(CS)cc1.CC(=O)O,False,False,unbalanced,
317,['golden_dataset_1172'],['golden_dataset'],[Cl:15][C:14]=1[C:12](=[CH:11][CH:10]=[C:9]([C:7]([C:6]2=[CH:5][CH:4]=[N:3][N:2]2[CH3:1])=[O:8])[C:16]=1[Cl:17])[OH:13]>>[CH:5]=1[CH:4]=[N:3][N:2]([C:6]=1[C:7](=[CH2:18])[C:9]=2[C:16](=[C:14]([Cl:15])[C:12](=[CH:11][CH:10]=2)[OH:13])[Cl:17])[CH3:1],nan,['Cn1nccc1C(=O)c1ccc(O)c(Cl)c1Cl.CO>>C=C(c1ccc(O)c(Cl)c1Cl)c1ccnn1C'],[Cl:15][C:14]=1[C:12](=[CH:11][CH:10]=[C:9]([C:7]([C:6]2=[CH:5][CH:4]=[N:3][N:2]2[CH3:1])=[O:8])[C:16]=1[Cl:17])[OH:13]>>[CH:5]=1[CH:4]=[N:3][N:2]([C:6]=1[C:7](=[CH2:18])[C:9]=2[C:16](=[C:14]([Cl:15])[C:12](=[CH:11][CH:10]=2)[OH:13])[Cl:17])[CH3:1].O,False,False,unbalanced,
319,['golden_dataset_1175'],['golden_dataset'],[CH:3]1=[C:2]([C:8](=[CH:7][C:5]([F:6])=[CH:4]1)[F:9])[CH3:1]>>[CH:3]=1[CH:4]=[C:5]([F:6])[C:7]([C:10](=[O:12])[OH:11])=[C:8]([C:2]=1[CH3:1])[F:9],O=C(O)O.C1=C(C(=CC(F)=C1)F)C>>C=1C=C(F)C(C(=O)O)=C(C=1C)F.O,[],[CH:3]1=[C:2]([C:8](=[CH:7][C:5]([F:6])=[CH:4]1)[F:9])[CH3:1].O=C=O>>[CH:3]=1[CH:4]=[C:5]([F:6])[C:7]([C:10](=[O:12])[OH:11])=[C:8]([C:2]=1[CH3:1])[F:9],True,False,balanced,
322,['golden_dataset_1195'],['golden_dataset'],[CH3:10][C:9]([C:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])=[N:7][OH:8])=[O:11]>>[CH3:10][C:9](=[O:11])[C:6](=[N:7][O:8][CH2:14][CH2:13][Br:12])[C:4]([O:3][CH2:2][CH3:1])=[O:5],OCCBr.CC(C(C(OCC)=O)=NO)=O>>CC(=O)C(=NOCCBr)C(OCC)=O.O,[],[CH3:10][C:9]([C:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])=[N:7][OH:8])=[O:11].[Br:12][CH2:13][CH2:14]Br>>[CH3:10][C:9](=[O:11])[C:6](=[N:7][O:8][CH2:14][CH2:13][Br:12])[C:4]([O:3][CH2:2][CH3:1])=[O:5],False,False,unbalanced,
323,['golden_dataset_1196'],['golden_dataset'],[C:9]1(=[CH:10][CH:11]=[CH:12][S:13]1)[CH:8]=[O:7].[CH2:1]1[CH2:2][O:3][CH2:4][CH2:5][NH:6]1>>[CH2:2]1[CH2:1][N:6]([CH2:5][CH2:4][O:3]1)[CH:8]([C:9]=2[S:13][CH:12]=[CH:11][CH:10]=2)[C:14]#[N:15],[C:9]1(=[CH:10][CH:11]=[CH:12][S:13]1)[CH:8]=[O:7].CN.[CH2:1]1[CH2:2][O:3][CH2:4][CH2:5][NH:6]1.[O].[O]>>[CH2:2]1[CH2:1][N:6]([CH2:5][CH2:4][O:3]1)[CH:8]([C:9]=2[S:13][CH:12]=[CH:11][CH:10]=2)[C:14]#[N:15].O.O.O,[],[C:9]1(=[CH:10][CH:11]=[CH:12][S:13]1)[CH:8]=[O:7].[CH2:1]1[CH2:2][O:3][CH2:4][CH2:5][NH:6]1.[C:14]#[N:15]>>[CH2:2]1[CH2:1][N:6]([CH2:5][CH2:4][O:3]1)[CH:8]([C:9]=2[S:13][CH:12]=[CH:11][CH:10]=2)[C:14]#[N:15].[OH:7][H],False,False,unbalanced,
326,['golden_dataset_1206'],['golden_dataset'],[CH2:2]([CH3:1])[O:3][P:4]([O:7][CH2:8][CH3:9])([S-:6])=[S:5].[NH4+:10]>>[CH2:2]([CH3:1])[O:3][P:4]([O:7][CH2:8][CH3:9])([S:6][CH2:11][Cl:12])=[S:5],nan,['CCOP(=S)([S-])OCC.[NH4+].CCl>>CCOP(=S)(OCC)SCCl'],ClCCl.[CH2:2]([CH3:1])[O:3][P:4]([O:7][CH2:8][CH3:9])([S-:6])=[S:5].[NH4+:10]>>[CH2:2]([CH3:1])[O:3][P:4]([O:7][CH2:8][CH3:9])([S:6][CH2:11][Cl:12])=[S:5].[NH4+:10],False,False,unbalanced,
328,['golden_dataset_1216'],['golden_dataset'],[NH2:9][C:8]=1[S:10][C:11]([C:12]([CH2:14][Br:15])=[O:13])=[C:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])[N:7]=1>>[NH2:9][C:8]1=[N:7][C:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])=[C:11]([C:12]=2[N:18]=[C:17]([S:19][CH:14]=2)[CH3:16])[S:10]1,CC(N)=S.[NH2:9][C:8]=1[S:10][C:11]([C:12]([CH2:14][Br:15])=[O:13])=[C:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])[N:7]=1>>O.[Br-].[NH2:9][C:8]1=[N:7][C:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])=[C:11]([C:12]=2[N:18]=[C:17]([S:19][CH:14]=2)[CH3:16])[S:10]1.[H+],['CCOC(=O)c1nc(N)sc1C(=O)CBr>>CCOC(=O)c1nc(N)sc1-c1csc(C)n1'],[NH2:9][C:8]=1[S:10][C:11]([C:12]([CH2:14][Br:15])=[O:13])=[C:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])[N:7]=1.CC(N)=S>>[NH2:9][C:8]1=[N:7][C:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])=[C:11]([C:12]=2[N:18]=[C:17]([S:19][CH:14]=2)[CH3:16])[S:10]1.O.O=C1CCC(=O)N1Br,False,False,unbalanced,
332,['golden_dataset_1223'],['golden_dataset'],[CH3:23][CH2:22][Si:21]([CH2:24][CH3:25])([CH2:26][CH3:27])[O:20][C:9]1([CH:13]([CH2:12][CH2:11][CH2:10]1)[CH2:14][CH:15]([O:16][CH3:17])[O:18][CH3:19])[C:7]2=[CH:8][CH:1]3[CH:5]([CH2:6]2)[CH:4]=[CH:3][CH2:2]3>>[CH2:10]1[C:9]([C:7]23[CH2:6][CH:5]4[CH:1]([CH2:2][CH:3]=[CH:4]4)[CH:8]3[CH:15]([O:18][CH3:19])[CH2:14][CH:13]2[CH2:12][CH2:11]1)=[O:20].[CH3:23][CH2:22][SiH:21]([CH2:24][CH3:25])[CH2:26][CH3:27],[CH3:23][CH2:22][Si:21]([CH2:24][CH3:25])([CH2:26][CH3:27])[O:20][C:9]1([CH:13]([CH2:12][CH2:11][CH2:10]1)[CH2:14][CH:15]([O:16][CH3:17])[O:18][CH3:19])[C:7]2=[CH:8][CH:1]3[CH:5]([CH2:6]2)[CH:4]=[CH:3][CH2:2]3.[H].[H]>>[CH2:10]1[C:9]([C:7]23[CH2:6][CH:5]4[CH:1]([CH2:2][CH:3]=[CH:4]4)[CH:8]3[CH:15]([O:18][CH3:19])[CH2:14][CH:13]2[CH2:12][CH2:11]1)=[O:20].[CH3:17][OH:16].[CH3:23][CH2:22][SiH:21]([CH2:24][CH3:25])[CH2:26][CH3:27],[],[CH3:23][CH2:22][Si:21]([CH2:24][CH3:25])([CH2:26][CH3:27])[O:20][C:9]1([CH:13]([CH2:12][CH2:11][CH2:10]1)[CH2:14][CH:15]([O:16][CH3:17])[O:18][CH3:19])[C:7]2=[CH:8][CH:1]3[CH:5]([CH2:6]2)[CH:4]=[CH:3][CH2:2]3>>[CH2:10]1[C:9]([C:7]23[CH2:6][CH:5]4[CH:1]([CH2:2][CH:3]=[CH:4]4)[CH:8]3[CH:15]([O:18][CH3:19])[CH2:14][CH:13]2[CH2:12][CH2:11]1)=[O:20].[CH3:23][CH2:22][SiH:21]([CH2:24][CH3:25])[CH2:26][CH3:27].[CH3:17][OH:16],False,False,unbalanced,
334,['golden_dataset_1225'],['golden_dataset'],[CH2:10]1[CH2:11][C:9]1([C:12](=[O:14])[CH3:13])[C:8]#[C:7][CH3:6].[CH2:5]=[CH:4][O:3][CH2:2][CH3:1].[OH2:15]>>[O:14]=[C:7]([C:8]=1[C:9]2([OH:15])[C:12]([CH2:5][CH:4]=1)([CH2:11][CH2:10]2)[CH3:13])[CH3:6],[OH2:15].[CH2:5]=[CH:4][O:3][CH2:2][CH3:1].[CH2:10]1[CH2:11][C:9]1([C:12](=[O:14])[CH3:13])[C:8]#[C:7][CH3:6]>>[O:14]=[C:7]([C:8]=1[C:9]2([OH:15])[C:12]([CH2:5][CH:4]=1)([CH2:11][CH2:10]2)[CH3:13])[CH3:6].[CH3:1][CH2:2][OH:3],[],[CH2:10]1[CH2:11][C:9]1([C:12](=[O:14])[CH3:13])[C:8]#[C:7][CH3:6].[CH2:5]=[CH:4][O:3][CH2:2][CH3:1].[OH2:15]>>[O:14]=[C:7]([C:8]=1[C:9]2([OH:15])[C:12]([CH2:5][CH:4]=1)([CH2:11][CH2:10]2)[CH3:13])[CH3:6].[CH3:2][CH2:1][OH:3],True,False,balanced,
336,['golden_dataset_1227'],['golden_dataset'],[C:13]1([C:5]=2[C:4]([C:19]3=[CH:20][CH:21]=[CH:22][CH:23]=[CH:24]3)=[C:3]([C:25]4=[CH:26][CH:27]=[CH:28][CH:29]=[CH:30]4)[C:2]([C:6]=2[C:7]5=[CH:8][CH:9]=[CH:10][CH:11]=[CH:12]5)=[O:1])=[CH:14][CH:15]=[CH:16][CH:17]=[CH:18]1.[CH:39]=1[CH:37]([N:38]=1)[C:34]=2[CH:33]=[CH:32][CH:31]=[CH:36][CH:35]=2>>[CH:28]1=[CH:29][CH:30]=[C:25]([CH:26]=[CH:27]1)[C:3]2=[C:37]([N:38]=[CH:39][CH:6]([C:7]3=[CH:12][CH:11]=[CH:10][CH:9]=[CH:8]3)[C:5](=[C:4]2[C:19]4=[CH:24][CH:23]=[CH:22][CH:21]=[CH:20]4)[C:13]5=[CH:18][CH:17]=[CH:16][CH:15]=[CH:14]5)[C:34]6=[CH:33][CH:32]=[CH:31][CH:36]=[CH:35]6,C1(C=2C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C(C=2C5=CC=CC=C5)=O)=CC=CC=C1.C=1C(N=1)C=2C=CC=CC=2.O.O.[H].[H]>>C1=CC=C(C=C1)C2=C(N=CC(C3=CC=CC=C3)C(=C2C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6.C=O.O.O,[],[C:13]1([C:5]=2[C:4]([C:19]3=[CH:20][CH:21]=[CH:22][CH:23]=[CH:24]3)=[C:3]([C:25]4=[CH:26][CH:27]=[CH:28][CH:29]=[CH:30]4)[C:2]([C:6]=2[C:7]5=[CH:8][CH:9]=[CH:10][CH:11]=[CH:12]5)=[O:1])=[CH:14][CH:15]=[CH:16][CH:17]=[CH:18]1.[CH:39]=1[CH:37]([N:38]=1)[C:34]=2[CH:33]=[CH:32][CH:31]=[CH:36][CH:35]=2>>[CH:28]1=[CH:29][CH:30]=[C:25]([CH:26]=[CH:27]1)[C:3]2=[C:37]([N:38]=[CH:39][CH:6]([C:7]3=[CH:12][CH:11]=[CH:10][CH:9]=[CH:8]3)[C:5](=[C:4]2[C:19]4=[CH:24][CH:23]=[CH:22][CH:21]=[CH:20]4)[C:13]5=[CH:18][CH:17]=[CH:16][CH:15]=[CH:14]5)[C:34]6=[CH:33][CH:32]=[CH:31][CH:36]=[CH:35]6.CO,False,False,unbalanced,
337,['golden_dataset_1229'],['golden_dataset'],[CH3:9][C:10]([CH3:11])([CH3:28])[Si:12]([CH3:27])([CH3:13])[O:14][CH2:15][CH:16]1[O:17][C:18]([CH3:26])([CH3:19])[O:20][CH:21]1[CH:22]([OH:25])[CH:23]=[CH2:24].[O:2]([CH3:1])[C:3]([O:4][CH3:5])([O:6][CH3:7])[CH3:8]>>[CH3:9][C:10]([CH3:11])([CH3:28])[Si:12]([CH3:27])([CH3:13])[O:14][CH2:15][CH:16]1[O:17][C:18]([CH3:26])([CH3:19])[O:20][CH:21]1[CH:22]=[CH:23][CH2:24][CH2:8][C:3]([O:2][CH3:1])=[O:4],CC(C)(C)[Si](C)(C)OCC1OC(C)(C)OC1C(O)C=C.O(C)C(OC)(OC)C.C=CC=O.O>>CC(C)(C)[Si](C)(C)OCC1OC(C)(C)OC1C=CCCC(OC)=O.O.O(C)C(OC)(OC)C,[],[CH3:9][C:10]([CH3:11])([CH3:28])[Si:12]([CH3:27])([CH3:13])[O:14][CH2:15][CH:16]1[O:17][C:18]([CH3:26])([CH3:19])[O:20][CH:21]1[CH:22]([OH:25])[CH:23]=[CH2:24].[O:2]([CH3:1])[C:3]([O:4][CH3:5])([O:6][CH3:7])[CH3:8]>>[CH3:9][C:10]([CH3:11])([CH3:28])[Si:12]([CH3:27])([CH3:13])[O:14][CH2:15][CH:16]1[O:17][C:18]([CH3:26])([CH3:19])[O:20][CH:21]1[CH:22]=[CH:23][CH2:24][CH2:8][C:3]([O:2][CH3:1])=[O:4].[CH3:5][OH:6].[CH3:7][OH:4],True,False,balanced,
340,['golden_dataset_1239'],['golden_dataset'],[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]=[O:6]>>[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]([C:7]#[N:8])[NH2:9],N.N#CO.CC(C)(C)C=O.[H].[H]>>CC(C)(C)C(C#N)N.O.O,[],[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]=[O:6].[C:7]#[N:8]>>[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]([C:7]#[N:8])[NH2:9].[O],False,False,unbalanced,
346,['golden_dataset_1261'],['golden_dataset'],[CH3:44][CH:43]([CH3:45])[CH:41]([NH2:42])[C:39]([N:38]1[CH:34]([CH2:35][CH2:36][CH2:37]1)[C:32]=2[NH:31][CH:30]=[C:29]([C:26]=3[CH:27]=[CH:28][C:23]([C:20]4=[CH:19][CH:18]=[C:17]([C:14]=5[N:13]=[C:12]([NH:16][CH:15]=5)[CH:11]6[N:7]([CH2:8][CH2:9][CH2:10]6)[C:5](=[O:6])[CH:3]([NH2:4])[CH2:2][CH3:1])[CH:22]=[CH:21]4)=[CH:24][CH:25]=3)[N:33]=2)=[O:40].[O:47]([C:48]([Cl:49])=[O:50])[CH3:46]>>[CH3:1][CH:2]([CH3:51])[CH:3]([C:5]([N:7]1[CH:11]([C:12]=2[NH:16][CH:15]=[C:14]([C:17]=3[CH:18]=[CH:19][C:20]([C:23]=4[CH:28]=[CH:27][C:26]([C:29]5=[CH:30][NH:31][C:32]([CH:34]6[N:38]([C:39](=[O:40])[CH:41]([CH:43]([CH3:44])[CH3:45])[NH:42][C:48]([O:47][CH3:46])=[O:50])[CH2:37][CH2:36][CH2:35]6)=[N:33]5)=[CH:25][CH:24]=4)=[CH:21][CH:22]=3)[N:13]=2)[CH2:10][CH2:9][CH2:8]1)=[O:6])[NH:4][C:54]([O:53][CH3:52])=[O:55],nan,['CCC(N)C(=O)N1CCCC1c1nc(-c2ccc(-c3ccc(-c4c[nH]c(C5CCCN5C(=O)C(N)C(C)C)n4)cc3)cc2)c[nH]1.COC(=O)Cl>>COC(=O)NC(C(=O)N1CCCC1c1nc(-c2ccc(-c3ccc(-c4c[nH]c(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)n4)cc3)cc2)c[nH]1)C(C)C'],[CH3:44][CH:43]([CH3:45])[CH:41]([NH2:42])[C:39]([N:38]1[CH:34]([CH2:35][CH2:36][CH2:37]1)[C:32]=2[NH:31][CH:30]=[C:29]([C:26]=3[CH:27]=[CH:28][C:23]([C:20]4=[CH:19][CH:18]=[C:17]([C:14]=5[N:13]=[C:12]([NH:16][CH:15]=5)[CH:11]6[N:7]([CH2:8][CH2:9][CH2:10]6)[C:5](=[O:6])[CH:3]([NH2:4])[CH2:2][CH3:1])[CH:22]=[CH:21]4)=[CH:24][CH:25]=3)[N:33]=2)=[O:40].[O:47]([C:48]([Cl:49])=[O:50])[CH3:46]>>[CH3:1][CH:2]([CH3:51])[CH:3]([C:5]([N:7]1[CH:11]([C:12]=2[NH:16][CH:15]=[C:14]([C:17]=3[CH:18]=[CH:19][C:20]([C:23]=4[CH:28]=[CH:27][C:26]([C:29]5=[CH:30][NH:31][C:32]([CH:34]6[N:38]([C:39](=[O:40])[CH:41]([CH:43]([CH3:44])[CH3:45])[NH:42][C:48]([O:47][CH3:46])=[O:50])[CH2:37][CH2:36][CH2:35]6)=[N:33]5)=[CH:25][CH:24]=4)=[CH:21][CH:22]=3)[N:13]=2)[CH2:10][CH2:9][CH2:8]1)=[O:6])[NH:4][C:54]([O:53][CH3:52])=[O:55].[Cl-].[Na+],False,False,unbalanced,
352,['golden_dataset_1281'],['golden_dataset'],[CH2:15]([CH2:16][C:17]#[CH:18])[CH2:14][CH:13]1[CH:11]([CH2:12]1)[OH:10].[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]([NH2:6])[C:7]([OH:8])=[O:9]>>[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]([C:7](=[O:9])[OH:8])[NH:6][C:19](=[O:20])[O:10][CH:11]1[CH:13]([CH2:14][CH2:15][CH2:16][C:17]#[CH:18])[CH2:12]1,O=C=O.[CH2:15]([CH2:16][C:17]#[CH:18])[CH2:14][CH:13]1[CH:11]([CH2:12]1)[OH:10].[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]([NH2:6])[C:7]([OH:8])=[O:9]>>[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]([C:7](=[O:9])[OH:8])[NH:6][C:19](=[O:20])[O:10][CH:11]1[CH:13]([CH2:14][CH2:15][CH2:16][C:17]#[CH:18])[CH2:12]1.O,[],[CH2:15]([CH2:16][C:17]#[CH:18])[CH2:14][CH:13]1[CH:11]([CH2:12]1)[OH:10].[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]([NH2:6])[C:7]([OH:8])=[O:9].[C:19](=[O:20])=[O:21]>>[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]([C:7](=[O:9])[OH:8])[NH:6][C:19](=[O:20])[O:10][CH:11]1[CH:13]([CH2:14][CH2:15][CH2:16][C:17]#[CH:18])[CH2:12]1.[OH2:21],True,False,balanced,
358,['golden_dataset_1303'],['golden_dataset'],[CH:16]1=[CH:17][CH:18]=[C:19]([Br:20])[C:14]([C:12](=[O:13])[O:11][CH3:10])=[CH:15]1.[O:3]=[C:2]([C:4]1=[CH:5][CH:6]=[CH:7][CH:8]=[CH:9]1)[CH3:1]>>[C:19]=12[CH:18]=[CH:17][CH:16]=[CH:15][C:14]=1[C:12](=[O:13])[O:3][C:2]([C:4]3=[CH:9][CH:8]=[CH:7][CH:6]=[CH:5]3)=[CH:1]2,[CH:16]1=[CH:17][CH:18]=[C:19]([Br:20])[C:14]([C:12](=[O:13])[O:11][CH3:10])=[CH:15]1.[O:3]=[C:2]([C:4]1=[CH:5][CH:6]=[CH:7][CH:8]=[CH:9]1)[CH3:1]>>[C:19]12[CH:18]=[CH:17][CH:16]=[CH:15][C:14]=1[C:12](=[O:13])[O:3][C:2]([C:4]3=[CH:9][CH:8]=[CH:7][CH:6]=[CH:5]3)=[CH:1]2.[Br:20][CH3:10].[OH2:11],[],[CH:16]1=[CH:17][CH:18]=[C:19]([Br:20])[C:14]([C:12](=[O:13])[O:11][CH3:10])=[CH:15]1.[O:3]=[C:2]([C:4]1=[CH:5][CH:6]=[CH:7][CH:8]=[CH:9]1)[CH3:1]>>[C:19]=12[CH:18]=[CH:17][CH:16]=[CH:15][C:14]=1[C:12](=[O:13])[O:3][C:2]([C:4]3=[CH:9][CH:8]=[CH:7][CH:6]=[CH:5]3)=[CH:1]2.[Br:20][CH3:10].[OH2:11],True,True,balanced,
359,['golden_dataset_1307'],['golden_dataset'],[CH:15]=1[CH:16]=[C:17]([C:18]([Cl:19])=[O:20])[C:12]([O:11][CH3:10])=[CH:13][CH:14]=1.[CH3:1][C:2]#[C:3][C:4]1=[CH:5][CH:6]=[CH:7][CH:8]=[CH:9]1>>[CH:5]=1[C:4](=[CH:9][CH:8]=[CH:7][CH:6]=1)[C:3]=2[O:11][C:12]=3[C:17]([C:18](=[O:20])[C:2]=2[CH3:1])=[CH:16][CH:15]=[CH:14][CH:13]=3,nan,['COc1ccccc1C(=O)Cl.CC#Cc1ccccc1>>Cc1c(-c2ccccc2)oc2ccccc2c1=O'],[CH:15]=1[CH:16]=[C:17]([C:18]([Cl:19])=[O:20])[C:12]([O:11][CH3:10])=[CH:13][CH:14]=1.[CH3:1][C:2]#[C:3][C:4]1=[CH:5][CH:6]=[CH:7][CH:8]=[CH:9]1>>[CH:5]=1[C:4](=[CH:9][CH:8]=[CH:7][CH:6]=1)[C:3]=2[O:11][C:12]=3[C:17]([C:18](=[O:20])[C:2]=2[CH3:1])=[CH:16][CH:15]=[CH:14][CH:13]=3.[Cl:19][CH3:10],True,False,balanced,
362,['golden_dataset_1320'],['golden_dataset'],[Br:1][Mg:2][C:3]=1[CH:8]=[CH:7][CH:6]=[CH:5][CH:4]=1.[Br:9][Mg:10][C:11]=1[CH:16]=[CH:15][CH:14]=[CH:13][CH:12]=1.[C:19]([CH:21]1[CH2:22][CH2:23][CH2:24][NH:25]1)([O:18][CH3:17])=[O:20]>>[CH:7]=1[CH:8]=[C:3]([CH:4]=[CH:5][CH:6]=1)[C:19]([C:11]2=[CH:12][CH:13]=[CH:14][CH:15]=[CH:16]2)([OH:20])[CH:21]3[CH2:22][CH2:23][CH2:24][NH:25]3,Br[Mg]C=1C=CC=CC=1.Br[Mg]C=1C=CC=CC=1.[H].[H].C(C1CCCN1)(OC)=O>>C=1C=C(C=CC=1)C(C2=CC=CC=C2)(O)C3CCCN3.[Br][Mg][Mg][Br].CO,[],[Br:1][Mg:2][C:3]=1[CH:8]=[CH:7][CH:6]=[CH:5][CH:4]=1.[Br:9][Mg:10][C:11]=1[CH:16]=[CH:15][CH:14]=[CH:13][CH:12]=1.[C:19]([CH:21]1[CH2:22][CH2:23][CH2:24][NH:25]1)([O:18][CH3:17])=[O:20]>>[CH:7]=1[CH:8]=[C:3]([CH:4]=[CH:5][CH:6]=1)[C:19]([C:11]2=[CH:12][CH:13]=[CH:14][CH:15]=[CH:16]2)([OH:20])[CH:21]3[CH2:22][CH2:23][CH2:24][NH:25]3.[Br:1][Mg:2][Br:9].[Mg:10].[CH3:17][OH:18],False,False,unbalanced,
